db_id,query,question
dorm_1,SELECT T1.amenity_name FROM dorm_amenity AS T1 JOIN has_amenity AS T2 ON T2.amenid  =  T1.amenid JOIN dorm AS T3 ON T2.dormid  =  T3.dormid WHERE T3.dorm_name  =  'Anonymous Donor Hall' ORDER BY T1.amenity_name,What are the amenities in alphabetical order that Anonymous Donor Hall has?
dorm_1,"SELECT count(*) ,  sum(student_capacity) ,  gender FROM dorm GROUP BY gender",Find the number of dorms and total capacity for each gender.
dorm_1,"SELECT count(*) ,  sum(student_capacity) ,  gender FROM dorm GROUP BY gender",How many dorms are there and what is the total capacity for each gender?
dorm_1,"SELECT avg(age) ,  max(age) ,  sex FROM student GROUP BY sex",Find the average and oldest age for students with different sex.
dorm_1,"SELECT avg(age) ,  max(age) ,  sex FROM student GROUP BY sex",What is the average and oldest age for each gender of student?
dorm_1,"SELECT count(*) ,  major FROM student GROUP BY major",Find the number of students in each major.
dorm_1,"SELECT count(*) ,  major FROM student GROUP BY major",How many students are there in each major?
dorm_1,"SELECT count(*) ,  avg(age) ,  city_code FROM student GROUP BY city_code",Find the number and average age of students living in each city.
dorm_1,"SELECT count(*) ,  avg(age) ,  city_code FROM student GROUP BY city_code",How many students live in each city and what are their average ages?
dorm_1,"SELECT count(*) ,  avg(age) ,  city_code FROM student WHERE sex  =  'M' GROUP BY city_code",Find the average age and number of male students (with sex M) from each city.
dorm_1,"SELECT count(*) ,  avg(age) ,  city_code FROM student WHERE sex  =  'M' GROUP BY city_code",What is the average age and how many male students are there in each city?
dorm_1,"SELECT count(*) ,  city_code FROM student GROUP BY city_code HAVING count(*)  >  1",Find the number of students for the cities where have more than one student.
dorm_1,"SELECT count(*) ,  city_code FROM student GROUP BY city_code HAVING count(*)  >  1","How many students are from each city, and which cities have more than one cities?"
dorm_1,"SELECT fname ,  lname FROM student WHERE major != (SELECT major FROM student GROUP BY major ORDER BY count(*) DESC LIMIT 1)",Find the first and last name of students who are not in the largest major.
dorm_1,"SELECT fname ,  lname FROM student WHERE major != (SELECT major FROM student GROUP BY major ORDER BY count(*) DESC LIMIT 1)",What is the first and last name of the students who are not in the largest major?
dorm_1,"SELECT count(*) ,  sex FROM student WHERE age  >  (SELECT avg(age) FROM student) GROUP BY sex",Find the number of students whose age is older than the average age for each gender.
dorm_1,"SELECT count(*) ,  sex FROM student WHERE age  >  (SELECT avg(age) FROM student) GROUP BY sex",How many students are older than average for each gender?
dorm_1,"SELECT avg(T1.age) ,  T3.dorm_name FROM student AS T1 JOIN lives_in AS T2 ON T1.stuid  =  T2.stuid JOIN dorm AS T3 ON T3.dormid  =  T2.dormid GROUP BY T3.dorm_name",Find the average age of students living in each dorm and the name of dorm.
dorm_1,"SELECT avg(T1.age) ,  T3.dorm_name FROM student AS T1 JOIN lives_in AS T2 ON T1.stuid  =  T2.stuid JOIN dorm AS T3 ON T3.dormid  =  T2.dormid GROUP BY T3.dorm_name",What is the average age for each dorm and what are the names of each dorm?
dorm_1,"SELECT count(*) ,  T1.dormid FROM dorm AS T1 JOIN has_amenity AS T2 ON T1.dormid  =  T2.dormid WHERE T1.student_capacity  >  100 GROUP BY T1.dormid",Find the number of amenities for each of the dorms that can accommodate more than 100 students.
dorm_1,"SELECT count(*) ,  T1.dormid FROM dorm AS T1 JOIN has_amenity AS T2 ON T1.dormid  =  T2.dormid WHERE T1.student_capacity  >  100 GROUP BY T1.dormid","For each dorm, how many amenities does it have?"
dorm_1,"SELECT count(*) ,  T3.dorm_name FROM student AS T1 JOIN lives_in AS T2 ON T1.stuid  =  T2.stuid JOIN dorm AS T3 ON T3.dormid  =  T2.dormid WHERE T1.age  >  20 GROUP BY T3.dorm_name",Find the number of students who is older than 20 in each dorm.
dorm_1,"SELECT count(*) ,  T3.dorm_name FROM student AS T1 JOIN lives_in AS T2 ON T1.stuid  =  T2.stuid JOIN dorm AS T3 ON T3.dormid  =  T2.dormid WHERE T1.age  >  20 GROUP BY T3.dorm_name",How many students are older than 20 in each dorm?
dorm_1,SELECT T1.fname FROM student AS T1 JOIN lives_in AS T2 ON T1.stuid  =  T2.stuid JOIN dorm AS T3 ON T3.dormid  =  T2.dormid WHERE T3.dorm_name  =  'Smith Hall',Find the first name of students who are living in the Smith Hall.
dorm_1,SELECT T1.fname FROM student AS T1 JOIN lives_in AS T2 ON T1.stuid  =  T2.stuid JOIN dorm AS T3 ON T3.dormid  =  T2.dormid WHERE T3.dorm_name  =  'Smith Hall',What are the first names of all students in Smith Hall?
dorm_1,SELECT avg(T1.age) FROM student AS T1 JOIN lives_in AS T2 ON T1.stuid  =  T2.stuid JOIN dorm AS T3 ON T3.dormid  =  T2.dormid WHERE T3.student_capacity  =  (SELECT max(student_capacity) FROM dorm),Find the average age of students who are living in the dorm with the largest capacity.
dorm_1,SELECT avg(T1.age) FROM student AS T1 JOIN lives_in AS T2 ON T1.stuid  =  T2.stuid JOIN dorm AS T3 ON T3.dormid  =  T2.dormid WHERE T3.student_capacity  =  (SELECT max(student_capacity) FROM dorm),What is the average age of students who are living in the dorm with the largest capacity?
dorm_1,SELECT count(*) FROM student AS T1 JOIN lives_in AS T2 ON T1.stuid  =  T2.stuid JOIN dorm AS T3 ON T3.dormid  =  T2.dormid WHERE T3.gender  =  'M',Find the total number of students living in the male dorm (with gender M).
dorm_1,SELECT count(*) FROM student AS T1 JOIN lives_in AS T2 ON T1.stuid  =  T2.stuid JOIN dorm AS T3 ON T3.dormid  =  T2.dormid WHERE T3.gender  =  'M',What are the total number of students who are living in a male dorm?
dorm_1,SELECT count(*) FROM student AS T1 JOIN lives_in AS T2 ON T1.stuid  =  T2.stuid JOIN dorm AS T3 ON T3.dormid  =  T2.dormid WHERE T3.dorm_name  =  'Smith Hall' AND T1.sex  =  'F',Find the number of female students (with F sex) living in Smith Hall
dorm_1,SELECT count(*) FROM student AS T1 JOIN lives_in AS T2 ON T1.stuid  =  T2.stuid JOIN dorm AS T3 ON T3.dormid  =  T2.dormid WHERE T3.dorm_name  =  'Smith Hall' AND T1.sex  =  'F',How many female students live in Smith Hall?
dorm_1,SELECT T3.amenity_name FROM dorm AS T1 JOIN has_amenity AS T2 ON T1.dormid  =  T2.dormid JOIN dorm_amenity AS T3 ON T2.amenid  =  T3.amenid WHERE T1.dorm_name  =  'Smith Hall',Find the name of amenities Smith Hall dorm have.
dorm_1,SELECT T3.amenity_name FROM dorm AS T1 JOIN has_amenity AS T2 ON T1.dormid  =  T2.dormid JOIN dorm_amenity AS T3 ON T2.amenid  =  T3.amenid WHERE T1.dorm_name  =  'Smith Hall',What are the names of the amenities that Smith Hall has?
dorm_1,SELECT T3.amenity_name FROM dorm AS T1 JOIN has_amenity AS T2 ON T1.dormid  =  T2.dormid JOIN dorm_amenity AS T3 ON T2.amenid  =  T3.amenid WHERE T1.dorm_name  =  'Smith Hall' ORDER BY T3.amenity_name,Find the name of amenities Smith Hall dorm have. ordered the results by amenity names.
dorm_1,SELECT T3.amenity_name FROM dorm AS T1 JOIN has_amenity AS T2 ON T1.dormid  =  T2.dormid JOIN dorm_amenity AS T3 ON T2.amenid  =  T3.amenid WHERE T1.dorm_name  =  'Smith Hall' ORDER BY T3.amenity_name,What amenities does Smith Hall have in alphabetical order?
dorm_1,SELECT T1.amenity_name FROM dorm_amenity AS T1 JOIN has_amenity AS T2 ON T1.amenid  =  T2.amenid GROUP BY T2.amenid ORDER BY count(*) DESC LIMIT 1,Find the name of amenity that is most common in all dorms.
dorm_1,SELECT T1.amenity_name FROM dorm_amenity AS T1 JOIN has_amenity AS T2 ON T1.amenid  =  T2.amenid GROUP BY T2.amenid ORDER BY count(*) DESC LIMIT 1,What is the most common amenity in the dorms?
dorm_1,SELECT T1.fname FROM student AS T1 JOIN lives_in AS T2 ON T1.stuid  =  T2.stuid WHERE T2.dormid IN (SELECT T2.dormid FROM dorm AS T3 JOIN has_amenity AS T4 ON T3.dormid  =  T4.dormid JOIN dorm_amenity AS T5 ON T4.amenid  =  T5.amenid GROUP BY T3.dormid ORDER BY count(*) DESC LIMIT 1),Find the first name of students who are living in the dorm that has most number of amenities.
dorm_1,SELECT T1.fname FROM student AS T1 JOIN lives_in AS T2 ON T1.stuid  =  T2.stuid WHERE T2.dormid IN (SELECT T2.dormid FROM dorm AS T3 JOIN has_amenity AS T4 ON T3.dormid  =  T4.dormid JOIN dorm_amenity AS T5 ON T4.amenid  =  T5.amenid GROUP BY T3.dormid ORDER BY count(*) DESC LIMIT 1),What are the first names of all students who live in the dorm with the most amenities?
dorm_1,"SELECT T1.dorm_name ,  T1.student_capacity FROM dorm AS T1 JOIN has_amenity AS T2 ON T1.dormid  =  T2.dormid JOIN dorm_amenity AS T3 ON T2.amenid  =  T3.amenid GROUP BY T2.dormid ORDER BY count(*) LIMIT 1",Find the name and capacity of the dorm with least number of amenities.
dorm_1,"SELECT T1.dorm_name ,  T1.student_capacity FROM dorm AS T1 JOIN has_amenity AS T2 ON T1.dormid  =  T2.dormid JOIN dorm_amenity AS T3 ON T2.amenid  =  T3.amenid GROUP BY T2.dormid ORDER BY count(*) LIMIT 1",What is the name and capacity of the dorm with the fewest amount of amenities?
dorm_1,SELECT dorm_name FROM dorm EXCEPT SELECT T1.dorm_name FROM dorm AS T1 JOIN has_amenity AS T2 ON T1.dormid  =  T2.dormid JOIN dorm_amenity AS T3 ON T2.amenid  =  T3.amenid WHERE T3.amenity_name  =  'TV Lounge',Find the name of dorms that do not have amenity TV Lounge.
dorm_1,SELECT dorm_name FROM dorm EXCEPT SELECT T1.dorm_name FROM dorm AS T1 JOIN has_amenity AS T2 ON T1.dormid  =  T2.dormid JOIN dorm_amenity AS T3 ON T2.amenid  =  T3.amenid WHERE T3.amenity_name  =  'TV Lounge',What are the names of the dorm that does not have a TV Lounge?
dorm_1,"SELECT T1.fname ,  T1.lname FROM student AS T1 JOIN lives_in AS T2 ON T1.stuid  =  T2.stuid WHERE T2.dormid IN (SELECT T3.dormid FROM has_amenity AS T3 JOIN dorm_amenity AS T4 ON T3.amenid  =  T4.amenid WHERE T4.amenity_name  =  'TV Lounge')",Find the first and last name of students who are living in the dorms that have amenity TV Lounge.
dorm_1,"SELECT T1.fname ,  T1.lname FROM student AS T1 JOIN lives_in AS T2 ON T1.stuid  =  T2.stuid WHERE T2.dormid IN (SELECT T3.dormid FROM has_amenity AS T3 JOIN dorm_amenity AS T4 ON T3.amenid  =  T4.amenid WHERE T4.amenity_name  =  'TV Lounge')",What are the first and last names of all students who are living in a dorm with a TV Lounge?
dorm_1,"SELECT T1.fname ,  T1.age FROM student AS T1 JOIN lives_in AS T2 ON T1.stuid  =  T2.stuid WHERE T2.dormid NOT IN (SELECT T3.dormid FROM has_amenity AS T3 JOIN dorm_amenity AS T4 ON T3.amenid  =  T4.amenid WHERE T4.amenity_name  =  'TV Lounge')",Find the first name and age of students who are living in the dorms that do not have amenity TV Lounge.
dorm_1,"SELECT T1.fname ,  T1.age FROM student AS T1 JOIN lives_in AS T2 ON T1.stuid  =  T2.stuid WHERE T2.dormid NOT IN (SELECT T3.dormid FROM has_amenity AS T3 JOIN dorm_amenity AS T4 ON T3.amenid  =  T4.amenid WHERE T4.amenity_name  =  'TV Lounge')",What is the first name and age of every student who lives in a dorm with a TV Lounge?
dorm_1,SELECT T3.amenity_name FROM dorm AS T1 JOIN has_amenity AS T2 ON T1.dormid  =  T2.dormid JOIN dorm_amenity AS T3 ON T2.amenid  =  T3.amenid JOIN lives_in AS T4 ON T4.dormid  =  T1.dormid JOIN student AS T5 ON T5.stuid  =  T4.stuid WHERE T5.lname  =  'Smith',Find the name of amenities of the dorm where the student with last name Smith is living in.
dorm_1,SELECT T3.amenity_name FROM dorm AS T1 JOIN has_amenity AS T2 ON T1.dormid  =  T2.dormid JOIN dorm_amenity AS T3 ON T2.amenid  =  T3.amenid JOIN lives_in AS T4 ON T4.dormid  =  T1.dormid JOIN student AS T5 ON T5.stuid  =  T4.stuid WHERE T5.lname  =  'Smith',What are the amenities in the dorm that a student who has the last name of Smith lives in?
customer_complaints,SELECT count(*) FROM customers,How many customers are there?
customer_complaints,SELECT count(*) FROM customers,Count the number of customers.
customer_complaints,"SELECT email_address ,  phone_number FROM customers ORDER BY email_address ,  phone_number","Find the emails and phone numbers of all the customers, ordered by email address and phone number."
customer_complaints,"SELECT email_address ,  phone_number FROM customers ORDER BY email_address ,  phone_number","What are the emails and phone numbers of all customers, sorted by email address and phone number?"
customer_complaints,"SELECT town_city FROM customers WHERE customer_type_code  =  ""Good Credit Rating"" GROUP BY town_city ORDER BY count(*) LIMIT 1","Which city has the least number of customers whose type code is ""Good Credit Rating""?"
customer_complaints,"SELECT town_city FROM customers WHERE customer_type_code  =  ""Good Credit Rating"" GROUP BY town_city ORDER BY count(*) LIMIT 1","Return the city with the customer type code ""Good Credit Rating"" that had the fewest customers."
customer_complaints,"SELECT t1.product_name ,  count(*) FROM products AS t1 JOIN complaints AS t2 ON t1.product_id  =  t2.product_id GROUP BY t1.product_name",List the name of all products along with the number of complaints that they have received.
customer_complaints,"SELECT t1.product_name ,  count(*) FROM products AS t1 JOIN complaints AS t2 ON t1.product_id  =  t2.product_id GROUP BY t1.product_name","What are all the different product names, and how many complains has each received?"
customer_complaints,SELECT t1.email_address FROM customers AS t1 JOIN complaints AS t2 ON t1.customer_id  =  t2.customer_id GROUP BY t1.customer_id ORDER BY count(*) LIMIT 1,Find the emails of customers who has filed a complaints of the product with the most complaints.
customer_complaints,SELECT t1.email_address FROM customers AS t1 JOIN complaints AS t2 ON t1.customer_id  =  t2.customer_id GROUP BY t1.customer_id ORDER BY count(*) LIMIT 1,What are the emails of customers who have filed complaints on the product which has had the greatest number of complaints?
customer_complaints,SELECT DISTINCT t1.product_name FROM products AS t1 JOIN complaints AS t2 ON t1.product_id  =  t2.product_id JOIN customers AS t3 GROUP BY t3.customer_id ORDER BY count(*) LIMIT 1,Which products has been complained by the customer who has filed least amount of complaints?
customer_complaints,SELECT DISTINCT t1.product_name FROM products AS t1 JOIN complaints AS t2 ON t1.product_id  =  t2.product_id JOIN customers AS t3 GROUP BY t3.customer_id ORDER BY count(*) LIMIT 1,Return the names of products that have had complaints filed by the customer who has filed the fewest complaints.
customer_complaints,SELECT t1.phone_number FROM customers AS t1 JOIN complaints AS t2 ON t1.customer_id  =  t2.customer_id ORDER BY t2.date_complaint_raised DESC LIMIT 1,What is the phone number of the customer who has filed the most recent complaint?
customer_complaints,SELECT t1.phone_number FROM customers AS t1 JOIN complaints AS t2 ON t1.customer_id  =  t2.customer_id ORDER BY t2.date_complaint_raised DESC LIMIT 1,Return the phone number of the customer who filed the complaint that was raised most recently.
customer_complaints,"SELECT email_address ,  phone_number FROM customers WHERE customer_id NOT IN (SELECT customer_id FROM complaints)",Find the email and phone number of the customers who have never filed a complaint before.
customer_complaints,"SELECT email_address ,  phone_number FROM customers WHERE customer_id NOT IN (SELECT customer_id FROM complaints)",What are the emails and phone numbers of custoemrs who have never filed a complaint?
customer_complaints,SELECT phone_number FROM customers UNION SELECT phone_number FROM staff,Find the phone number of all the customers and staff.
customer_complaints,SELECT phone_number FROM customers UNION SELECT phone_number FROM staff,What are the phone numbers of all customers and all staff members?
customer_complaints,"SELECT product_description FROM products WHERE product_name  =  ""Chocolate""","What is the description of the product named ""Chocolate""?"
customer_complaints,"SELECT product_description FROM products WHERE product_name  =  ""Chocolate""","Return the description of the product called ""Chocolate""."
customer_complaints,"SELECT product_name ,  product_category_code FROM products ORDER BY product_price DESC LIMIT 1",Find the name and category of the most expensive product.
customer_complaints,"SELECT product_name ,  product_category_code FROM products ORDER BY product_price DESC LIMIT 1",What is the name and category code of the product with the highest price?
customer_complaints,SELECT product_price FROM products WHERE product_id NOT IN (SELECT product_id FROM complaints),Find the prices of products which has never received a single complaint.
customer_complaints,SELECT product_price FROM products WHERE product_id NOT IN (SELECT product_id FROM complaints),What are the prices of products that have never gotten a complaint?
customer_complaints,"SELECT avg(product_price) ,  product_category_code FROM products GROUP BY product_category_code",What is the average price of the products for each category?
customer_complaints,"SELECT avg(product_price) ,  product_category_code FROM products GROUP BY product_category_code",Return the average price of products that have each category code.
customer_complaints,SELECT t1.last_name FROM staff AS t1 JOIN complaints AS t2 ON t1.staff_id  =  t2.staff_id JOIN products AS t3 ON t2.product_id  =  t3.product_id ORDER BY t3.product_price LIMIT 1,Find the last name of the staff member who processed the complaint of the cheapest product.
customer_complaints,SELECT t1.last_name FROM staff AS t1 JOIN complaints AS t2 ON t1.staff_id  =  t2.staff_id JOIN products AS t3 ON t2.product_id  =  t3.product_id ORDER BY t3.product_price LIMIT 1,What is the last name of the staff member in charge of the complaint on the product with the lowest price?
customer_complaints,SELECT complaint_status_code FROM complaints GROUP BY complaint_status_code HAVING count(*)  >  3,Which complaint status has more than 3 records on file?
customer_complaints,SELECT complaint_status_code FROM complaints GROUP BY complaint_status_code HAVING count(*)  >  3,Return complaint status codes have more than 3 corresponding complaints?
customer_complaints,"SELECT last_name FROM staff WHERE email_address LIKE ""%wrau%""","Find the last name of the staff whose email address contains ""wrau""."
customer_complaints,"SELECT last_name FROM staff WHERE email_address LIKE ""%wrau%""","What are the last names of staff with email addressed containing the substring ""wrau""?"
customer_complaints,SELECT count(*) FROM customers GROUP BY customer_type_code ORDER BY count(*) DESC LIMIT 1,How many customers are there in the customer type with the most customers?
customer_complaints,SELECT count(*) FROM customers GROUP BY customer_type_code ORDER BY count(*) DESC LIMIT 1,Count the number of customers that have the customer type that is most common.
customer_complaints,SELECT t1.last_name FROM staff AS t1 JOIN complaints AS t2 ON t1.staff_id  =  t2.staff_id ORDER BY t2.date_complaint_raised LIMIT 1,What is the last name of the staff who has handled the first ever complaint?
customer_complaints,SELECT t1.last_name FROM staff AS t1 JOIN complaints AS t2 ON t1.staff_id  =  t2.staff_id ORDER BY t2.date_complaint_raised LIMIT 1,Return the last name of the staff member who handled the complaint with the earliest date raised.
customer_complaints,SELECT count(DISTINCT complaint_type_code) FROM complaints,How many distinct complaint type codes are there in the database?
customer_complaints,SELECT count(DISTINCT complaint_type_code) FROM complaints,Count the number of different complaint type codes.
customer_complaints,"SELECT address_line_1 ,  address_line_2 FROM customers WHERE email_address  =  ""vbogisich@example.org""","Find the address line 1 and 2 of the customer with email ""vbogisich@example.org""."
customer_complaints,"SELECT address_line_1 ,  address_line_2 FROM customers WHERE email_address  =  ""vbogisich@example.org""","What are lines 1 and 2 of the addressed of the customer with the email ""vbogisich@example.org""?"
customer_complaints,"SELECT complaint_status_code ,  count(*) FROM complaints WHERE complaint_type_code  =  ""Product Failure"" GROUP BY complaint_status_code",Find the number of complaints with Product Failure type for each complaint status.
customer_complaints,"SELECT complaint_status_code ,  count(*) FROM complaints WHERE complaint_type_code  =  ""Product Failure"" GROUP BY complaint_status_code","Of complaints with the type code ""Product Failure"", how many had each different status code?"
customer_complaints,SELECT t1.first_name FROM staff AS t1 JOIN complaints AS t2 ON t1.staff_id  =  t2.staff_id GROUP BY t2.staff_id ORDER BY count(*) LIMIT 5,What is first names of the top 5 staff who have handled the greatest number of complaints?
customer_complaints,SELECT t1.first_name FROM staff AS t1 JOIN complaints AS t2 ON t1.staff_id  =  t2.staff_id GROUP BY t2.staff_id ORDER BY count(*) LIMIT 5,Return the first names of the 5 staff members who have handled the most complaints.
customer_complaints,SELECT state FROM customers GROUP BY state ORDER BY count(*) LIMIT 1,Which state has the most customers?
customer_complaints,SELECT state FROM customers GROUP BY state ORDER BY count(*) LIMIT 1,Give the state that has the most customers.
workshop_paper,SELECT count(*) FROM submission,How many submissions are there?
workshop_paper,SELECT count(*) FROM submission,Count the number of submissions.
workshop_paper,SELECT Author FROM submission ORDER BY Scores ASC,List the authors of submissions in ascending order of scores.
workshop_paper,SELECT Author FROM submission ORDER BY Scores ASC,Find the author for each submission and list them in ascending order of submission score.
workshop_paper,"SELECT Author ,  College FROM submission",What are the authors of submissions and their colleges?
workshop_paper,"SELECT Author ,  College FROM submission","For each submission, show the author and their affiliated college."
workshop_paper,"SELECT Author FROM submission WHERE College  =  ""Florida"" OR College  =  ""Temple""","Show the names of authors from college ""Florida"" or ""Temple"""
workshop_paper,"SELECT Author FROM submission WHERE College  =  ""Florida"" OR College  =  ""Temple""","Which authors with submissions are from college ""Florida"" or ""Temple""?"
workshop_paper,SELECT avg(Scores) FROM submission,What is the average score of submissions?
workshop_paper,SELECT avg(Scores) FROM submission,Compute the average score of submissions.
workshop_paper,SELECT Author FROM submission ORDER BY Scores DESC LIMIT 1,What is the author of the submission with the highest score?
workshop_paper,SELECT Author FROM submission ORDER BY Scores DESC LIMIT 1,Find the author who achieved the highest score in a submission.
workshop_paper,"SELECT College ,  COUNT(*) FROM submission GROUP BY College",Show different colleges along with the number of authors of submission from each college.
workshop_paper,"SELECT College ,  COUNT(*) FROM submission GROUP BY College","For each college, return the college name and the count of authors with submissions from that college."
workshop_paper,SELECT College FROM submission GROUP BY College ORDER BY COUNT(*) DESC LIMIT 1,Show the most common college of authors of submissions.
workshop_paper,SELECT College FROM submission GROUP BY College ORDER BY COUNT(*) DESC LIMIT 1,Which college has the most authors with submissions?
workshop_paper,SELECT College FROM submission WHERE Scores  >  90 INTERSECT SELECT College FROM submission WHERE Scores  <  80,Show the colleges that have both authors with submission score larger than 90 and authors with submission score smaller than 80.
workshop_paper,SELECT College FROM submission WHERE Scores  >  90 INTERSECT SELECT College FROM submission WHERE Scores  <  80,Which colleges have both authors with submission score above 90 and authors with submission score below 80?
workshop_paper,"SELECT T2.Author ,  T1.Result FROM acceptance AS T1 JOIN submission AS T2 ON T1.Submission_ID  =  T2.Submission_ID",Show the authors of submissions and the acceptance results of their submissions.
workshop_paper,"SELECT T2.Author ,  T1.Result FROM acceptance AS T1 JOIN submission AS T2 ON T1.Submission_ID  =  T2.Submission_ID","For each submission, find its author and acceptance result."
workshop_paper,SELECT T1.Result FROM acceptance AS T1 JOIN submission AS T2 ON T1.Submission_ID  =  T2.Submission_ID ORDER BY T2.Scores DESC LIMIT 1,Show the result of the submission with the highest score.
workshop_paper,SELECT T1.Result FROM acceptance AS T1 JOIN submission AS T2 ON T1.Submission_ID  =  T2.Submission_ID ORDER BY T2.Scores DESC LIMIT 1,Which submission received the highest score in acceptance result. Show me the result.
workshop_paper,"SELECT T2.Author ,  COUNT(DISTINCT T1.workshop_id) FROM acceptance AS T1 JOIN submission AS T2 ON T1.Submission_ID  =  T2.Submission_ID GROUP BY T2.Author",Show each author and the number of workshops they submitted to.
workshop_paper,"SELECT T2.Author ,  COUNT(DISTINCT T1.workshop_id) FROM acceptance AS T1 JOIN submission AS T2 ON T1.Submission_ID  =  T2.Submission_ID GROUP BY T2.Author",How many workshops did each author submit to? Return the author name and the number of workshops.
workshop_paper,SELECT T2.Author FROM acceptance AS T1 JOIN submission AS T2 ON T1.Submission_ID  =  T2.Submission_ID GROUP BY T2.Author HAVING COUNT(DISTINCT T1.workshop_id)  >  1,Show the authors who have submissions to more than one workshop.
workshop_paper,SELECT T2.Author FROM acceptance AS T1 JOIN submission AS T2 ON T1.Submission_ID  =  T2.Submission_ID GROUP BY T2.Author HAVING COUNT(DISTINCT T1.workshop_id)  >  1,Which authors have submitted to more than one workshop?
workshop_paper,"SELECT Date ,  Venue FROM workshop ORDER BY Venue",Show the date and venue of each workshop in ascending alphabetical order of the venue.
workshop_paper,"SELECT Date ,  Venue FROM workshop ORDER BY Venue",Sort the each workshop in alphabetical order of the venue. Return the date and venue of each workshop.
workshop_paper,SELECT Author FROM submission WHERE Submission_ID NOT IN (SELECT Submission_ID FROM acceptance),List the authors who do not have submission to any workshop.
workshop_paper,SELECT Author FROM submission WHERE Submission_ID NOT IN (SELECT Submission_ID FROM acceptance),Which authors did not submit to any workshop?
tracking_share_transactions,SELECT count(*) FROM INVESTORS,Find the number of investors in total.
tracking_share_transactions,SELECT Investor_details FROM INVESTORS,Show all investor details.
tracking_share_transactions,SELECT DISTINCT lot_details FROM LOTS,Show all distinct lot details.
tracking_share_transactions,SELECT max(amount_of_transaction) FROM TRANSACTIONS,Show the maximum amount of transaction.
tracking_share_transactions,"SELECT date_of_transaction ,  share_count FROM TRANSACTIONS",Show all date and share count of transactions.
tracking_share_transactions,SELECT sum(share_count) FROM TRANSACTIONS,What is the total share of transactions?
tracking_share_transactions,SELECT transaction_id FROM TRANSACTIONS WHERE transaction_type_code  =  'PUR',Show all transaction ids with transaction code 'PUR'.
tracking_share_transactions,"SELECT date_of_transaction FROM TRANSACTIONS WHERE transaction_type_code  =  ""SALE""","Show all dates of transactions whose type code is ""SALE""."
tracking_share_transactions,"SELECT avg(amount_of_transaction) FROM TRANSACTIONS WHERE transaction_type_code  =  ""SALE""","Show the average amount of transactions with type code ""SALE""."
tracking_share_transactions,"SELECT transaction_type_description FROM Ref_Transaction_Types WHERE transaction_type_code	  =  ""PUR""","Show the description of transaction type with code ""PUR""."
tracking_share_transactions,"SELECT min(amount_of_transaction) FROM TRANSACTIONS WHERE transaction_type_code  =  ""PUR"" AND share_count  >  50","Show the minimum amount of transactions whose type code is ""PUR"" and whose share count is bigger than 50."
tracking_share_transactions,SELECT max(share_count) FROM TRANSACTIONS WHERE amount_of_transaction  <  10000,Show the maximum share count of transactions where the amount is smaller than 10000
tracking_share_transactions,SELECT date_of_transaction FROM TRANSACTIONS WHERE share_count  >  100 OR amount_of_transaction  >  1000,Show the dates of transactions if the share count is bigger than 100 or the amount is bigger than 1000.
tracking_share_transactions,"SELECT T1.transaction_type_description ,  T2.date_of_transaction FROM Ref_Transaction_Types AS T1 JOIN TRANSACTIONS AS T2 ON T1.transaction_type_code  =  T2.transaction_type_code WHERE T2.share_count  <  10",Show the transaction type descriptions and dates if the share count is smaller than 10.
tracking_share_transactions,SELECT T1.Investor_details FROM  INVESTORS AS T1 JOIN TRANSACTIONS AS T2 ON T1.investor_id  =  T2.investor_id WHERE T2.share_count  >  100,Show details of all investors if they make any transaction with share count greater than 100.
tracking_share_transactions,SELECT COUNT(DISTINCT transaction_type_code) FROM TRANSACTIONS,How many distinct transaction types are used in the transactions?
tracking_share_transactions,"SELECT lot_details ,  investor_id FROM LOTS",Return the lot details and investor ids.
tracking_share_transactions,"SELECT T2.lot_details FROM INVESTORS AS T1 JOIN LOTS AS T2 ON  T1.investor_id  =  T2.investor_id WHERE T1.Investor_details  =  ""l""","Return the lot details of lots that belong to investors with details ""l""?"
tracking_share_transactions,SELECT T1.purchase_details FROM PURCHASES AS T1 JOIN TRANSACTIONS AS T2 ON T1.purchase_transaction_id  =  T2.transaction_id WHERE T2.amount_of_transaction  >  10000,What are the purchase details of transactions with amount bigger than 10000?
tracking_share_transactions,"SELECT T1.sales_details ,  T2.date_of_transaction FROM SALES AS T1 JOIN TRANSACTIONS AS T2 ON T1.sales_transaction_id  =  T2.transaction_id WHERE T2.amount_of_transaction  <  3000",What are the sale details and dates of transactions with amount smaller than 3000?
tracking_share_transactions,SELECT T1.lot_details FROM LOTS AS T1 JOIN TRANSACTIONS_LOTS AS T2 ON T1.lot_id  =  T2.transaction_id JOIN TRANSACTIONS AS T3 ON T2.transaction_id  =  T3.transaction_id WHERE T3.share_count  <  50,What are the lot details of lots associated with transactions with share count smaller than 50?
tracking_share_transactions,"SELECT T1.lot_details FROM LOTS AS T1 JOIN TRANSACTIONS_LOTS AS T2 ON  T1.lot_id  =  T2.transaction_id JOIN TRANSACTIONS AS T3 ON T2.transaction_id  =  T3.transaction_id WHERE T3.share_count  >  100 AND T3.transaction_type_code  =  ""PUR""","What are the lot details of lots associated with transactions whose share count is bigger than 100 and whose type code is ""PUR""?"
tracking_share_transactions,"SELECT transaction_type_code ,  avg(amount_of_transaction) FROM TRANSACTIONS GROUP BY transaction_type_code",Show the average transaction amount for different transaction types.
