db_id,question
cre_Drama_Workshop_Groups,How many customers do we have?
cre_Drama_Workshop_Groups,Count the number of customers recorded.
cre_Drama_Workshop_Groups,What are the phone and email for customer Harold?
cre_Drama_Workshop_Groups,"Find the phone number and email address of customer ""Harold""."
cre_Drama_Workshop_Groups,Show all the Store_Name of drama workshop groups.
cre_Drama_Workshop_Groups,What are the store names of drama workshop groups?
cre_Drama_Workshop_Groups,"Show the minimum, average, maximum order quantity of all invoices."
cre_Drama_Workshop_Groups,"What are the minimum, average, and maximum quantities ordered? Check all the invoices."
cre_Drama_Workshop_Groups,What are the distinct payment method codes in all the invoices?
cre_Drama_Workshop_Groups,Show me the distinct payment method codes from the invoice record.
cre_Drama_Workshop_Groups,What is the description of the marketing region China?
cre_Drama_Workshop_Groups,Find the marketing region description of China?
cre_Drama_Workshop_Groups,What is the name of the most expensive product?
cre_Drama_Workshop_Groups,Tell me the name of the most pricy product.
cre_Drama_Workshop_Groups,List all product names in ascending order of price.
cre_Drama_Workshop_Groups,Sort the names of products in ascending order of their price.
cre_Drama_Workshop_Groups,What is the phone number of the performer Ashley?
cre_Drama_Workshop_Groups,"Find the phone number of performer ""Ashley""."
cre_Drama_Workshop_Groups,Show all payment method codes and the number of orders for each code.
cre_Drama_Workshop_Groups,List the distinct payment method codes with the number of orders made
cre_Drama_Workshop_Groups,"Which city is the address of the store named ""FJA Filming"" located in?"
cre_Drama_Workshop_Groups,"Find the city the store named ""FJA Filming"" is in."
cre_Drama_Workshop_Groups,"What are the states or counties of the address of the stores with marketing region code ""CA""?"
cre_Drama_Workshop_Groups,"Find the states or counties where the stores with marketing region code ""CA"" are located."
cre_Drama_Workshop_Groups,What is the name of the marketing region that the store Rob Dinning belongs to?
cre_Drama_Workshop_Groups,Return the name of the marketing region the store Rob Dinning is located in.
cre_Drama_Workshop_Groups,What are the descriptions of the service types with product price above 100?
cre_Drama_Workshop_Groups,Give me the descriptions of the service types that cost more than 100.
cre_Drama_Workshop_Groups,"What is the description, code and the corresponding count of each service type?"
cre_Drama_Workshop_Groups,"List the description, code and the number of services for each service type."
cre_Drama_Workshop_Groups,What are the phones and emails of workshop groups in which services are performed?
cre_Drama_Workshop_Groups,Give me all the phone numbers and email addresses of the workshop groups where services are performed.
cre_Drama_Workshop_Groups,"What are the names of workshop groups in which services with product name ""film"" are performed?"
cre_Drama_Workshop_Groups,"Find the names of the workshop groups where services with product name ""film"" are performed."
cre_Drama_Workshop_Groups,What are the different product names? What is the average product price for each of them?
cre_Drama_Workshop_Groups,"For each distinct product name, show its average product price."
cre_Drama_Workshop_Groups,What are the product names with average product price smaller than 1000000?
cre_Drama_Workshop_Groups,Find the product names whose average product price is below 1000000.
cre_Drama_Workshop_Groups,What are the total order quantities of photo products?
cre_Drama_Workshop_Groups,"Compute the total order quantities of the product ""photo""."
cre_Drama_Workshop_Groups,What are the order details of the products with price higher than 2000?
cre_Drama_Workshop_Groups,Find the order detail for the products with price above 2000.
cre_Drama_Workshop_Groups,What are the actual delivery dates of orders with quantity 1?
cre_Drama_Workshop_Groups,List the actual delivery date for all the orders with quantity 1
cre_Drama_Workshop_Groups,How many distinct currency codes are there for all drama workshop groups?
cre_Drama_Workshop_Groups,Find the number of distinct currency codes used in drama workshop groups.
cre_Drama_Workshop_Groups,What are the names of the drama workshop groups with address in Feliciaberg city?
cre_Drama_Workshop_Groups,Return the the names of the drama workshop groups that are located in Feliciaberg city.
cre_Drama_Workshop_Groups,What are the email addresses of the drama workshop groups with address in Alaska state?
cre_Drama_Workshop_Groups,List the email addresses of the drama workshop groups located in Alaska state.
cre_Drama_Workshop_Groups,Show all cities along with the number of drama workshop groups in each city.
cre_Drama_Workshop_Groups,How many drama workshop groups are there in each city? Return both the city and the count.
cre_Drama_Workshop_Groups,"What are the names of the workshop groups that have bookings with status code ""stop""?"
cre_Drama_Workshop_Groups,"Which workshop groups have bookings with status code ""stop""? Give me the names."
cre_Drama_Workshop_Groups,"What is the average quantities ordered with payment method code ""MasterCard"" on invoices?"
cre_Drama_Workshop_Groups,"Check the invoices record and compute the average quantities ordered with the payment method ""MasterCard""."
music_2,How many bands are there?
music_2,Find the number of bands.
music_2,What are all the labels?
music_2,What are the different album labels listed?
music_2,Find all the albums in 2012.
music_2,return all columns of the albums created in the year of 2012.
music_2,"Find all the stage positions of the musicians with first name ""Solveig"""
music_2,"What are the different stage positions for all musicians whose first name is ""Solveig""?"
music_2,How many songs are there?
music_2,Count the number of songs.
music_2,How many unique labels are there for albums?
music_2,What are the unique labels for the albums?
music_2,"Find all the songs whose name contains the word ""the""."
music_2,"What are the names of the songs whose title has the word ""the""?"
music_2,What are all the instruments used?
music_2,What are the different instruments listed in the database?
music_2,"How many songs have used the instrument ""drums""?"
music_2,How many songs use drums as an instrument?
music_2,"What instruments does the the song ""Le Pop"" use?"
music_2,"What are the instruments are used in the song ""Le Pop""?"
music_2,"How many instruments does the song ""Le Pop"" use?"
music_2,"How many different instruments are used in the song ""Le Pop""?"
music_2,"How many instrument does the musician with last name ""Heilo"" use?"
music_2,"How many different instruments does the musician with the last name ""Heilo"" use?"
music_2,"Find all the instruments ever used by the musician with last name ""Heilo""?"
music_2,"What are all the instruments used by the musician with the last name ""Heilo""?"
music_2,"What are the vocal types used in song ""Le Pop""?"
music_2,"What are the types of vocals used in the song ""Le Pop""?"
music_2,"Find the number of vocal types used in song ""Demon Kitty Rag""?"
music_2,"What are the types of vocals used in the song ""Demon Kitty Rag""?"
music_2,How many songs have a lead vocal?
music_2,How many songs have vocals of type lead?
music_2,Find all the vocal types.
music_2,What are the different types of vocals?
music_2,What are the albums produced in year 2010?
music_2,What information is there on albums from 2010?
music_2,"How many instruments does the song ""Badlands"" use?"
music_2,"How many different instruments are used in the song ""Badlands""?"
music_2,"What are the vocal types used in song ""Badlands""?"
music_2,"What types of vocals are used in the song ""Badlands""?"
music_2,"Find the number of vocal types used in song ""Le Pop"""
music_2,"How many vocal types are used in the song ""Le Pop""?"
music_2,How many songs have a shared vocal?
music_2,How many different songs have shared vocals?
manufactory_1,Who is the founder of Sony?
manufactory_1,Return the founder of Sony.
manufactory_1,Where is the headquarter of the company founded by James?
manufactory_1,What is the headquarter of the company whose founder is James?
manufactory_1,"Find all manufacturers' names and their headquarters, sorted by the ones with highest revenue first."
manufactory_1,"What are the names and headquarters of all manufacturers, ordered by revenue descending?"
manufactory_1,"What are the average, maximum and total revenues of all companies?"
manufactory_1,"Return the average, maximum, and total revenues across all manufacturers."
manufactory_1,How many companies were created by Andy?
manufactory_1,Return the number of companies created by Andy.
manufactory_1,Find the total revenue created by the companies whose headquarter is located at Austin.
manufactory_1,What is the sum of revenue from companies with headquarters in Austin?
manufactory_1,What are the different cities listed?
manufactory_1,Give the distinct headquarters of manufacturers.
manufactory_1,Find the number of manufactures that are based in Tokyo or Beijing.
manufactory_1,How many manufacturers have headquarters in either Tokyo or Beijing?
manufactory_1,Find the founder of the company whose name begins with the letter 'S'.
manufactory_1,Who is the founders of companies whose first letter is S?
manufactory_1,Find the name of companies whose revenue is between 100 and 150.
manufactory_1,What are the names of companies with revenue between 100 and 150?
manufactory_1,What is the total revenue of all companies whose main office is at Tokyo or Taiwan?
manufactory_1,Return the total revenue of companies with headquarters in Tokyo or Taiwan.
manufactory_1,"Find the name, headquarter and founder of the manufacturer that has the highest revenue."
manufactory_1,"What are the names, headquarters and founders of the company with the highest revenue?"
manufactory_1,"Find the name, headquarter and revenue of all manufacturers sorted by their revenue in the descending order."
manufactory_1,"What are the names, headquarters and revenues for manufacturers, sorted by revenue descending?"
manufactory_1,Find the total revenue of companies of each founder.
manufactory_1,What is the total revenue of companies started by founder?
manufactory_1,Find the name and revenue of the company that earns the highest revenue in each city.
manufactory_1,What are the names and revenues of the companies with the highest revenues in each headquarter city?
manufactory_1,Find the total revenue for each manufacturer.
manufactory_1,What is the total revenue of each manufacturer?
manufactory_1,"Find the average prices of all products from each manufacture, and list each company's name."
manufactory_1,What are the average prices of products for each manufacturer?
manufactory_1,Find the number of different products that are produced by companies at different headquarter cities.
manufactory_1,How many different products are produced in each headquarter city?
manufactory_1,"Find the number of products for each manufacturer, showing the name of each company."
manufactory_1,How many products are there for each manufacturer?
manufactory_1,Select the names of all the products in the store.
manufactory_1,What are the names of all products?
manufactory_1,Select the names and the prices of all the products in the store.
manufactory_1,What are the names and prices of all products in the store?
manufactory_1,Select the name of the products with a price less than or equal to $200.
manufactory_1,What are the names of products with price at most 200?
manufactory_1,Find all information of all the products with a price between $60 and $120.
manufactory_1,What is all the information of all the products that have a price between 60 and 120?
manufactory_1,Compute the average price of all the products.
manufactory_1,What is the average price across all products?
manufactory_1,Compute the average price of all products with manufacturer code equal to 2.
manufactory_1,What is the average price of products with manufacturer codes equal to 2?
manufactory_1,Compute the number of products with a price larger than or equal to $180.
manufactory_1,How many products have prices of at least 180?
manufactory_1,"Select the name and price of all products with a price larger than or equal to $180, and sort first by price (in descending order), and then by name  (in ascending order)."
manufactory_1,"What are the names and prices of products that cost at least 180, sorted by price decreasing and name ascending?"
manufactory_1,Select all the data from the products and each product's manufacturer.
manufactory_1,"What is all the product data, as well as  each product's manufacturer?"
manufactory_1,"Select the average price of each manufacturer's products, showing only the manufacturer's code."
manufactory_1,"What are the average prices of products, grouped by manufacturer code?"
manufactory_1,"Select the average price of each manufacturer's products, showing the manufacturer's name."
manufactory_1,"What are the average prices of products, grouped by manufacturer name?"
manufactory_1,Select the names of manufacturer whose products have an average price higher than or equal to $150.
manufactory_1,What are the names and average prices of products for manufacturers whose products cost on average 150 or more?
manufactory_1,Select the name and price of the cheapest product.
manufactory_1,What is the name and price of the cheapest product?
manufactory_1,Select the name of each manufacturer along with the name and price of its most expensive product.
manufactory_1,"For each manufacturer name, what are the names and prices of their most expensive product?"
manufactory_1,Select the code of the product that is cheapest in each product category.
manufactory_1,What are the codes and names of the cheapest products in each category?
tracking_software_problems,What is the id of the problem log that is created most recently?
tracking_software_problems,Which problem log was created most recently? Give me the log id.
tracking_software_problems,What is the oldest log id and its corresponding problem id?
tracking_software_problems,Find the oldest log id and its corresponding problem id.
tracking_software_problems,Find all the ids and dates of the logs for the problem whose id is 10.
tracking_software_problems,"For the problem with id 10, return the ids and dates of its problem logs."
tracking_software_problems,List all the log ids and their descriptions from the problem logs.
tracking_software_problems,What are the log id and entry description of each problem?
tracking_software_problems,List the first and last names of all distinct staff members who are assigned to the problem whose id is 1.
tracking_software_problems,Which staff members are assigned to the problem with id 1? Give me their first and last names.
tracking_software_problems,How many problems are there for product voluptatem?
tracking_software_problems,"How many problems did the product called ""voluptatem"" have in record?"
tracking_software_problems,Give me a list of descriptions of the problems that are reported by the staff whose first name is Christop.
tracking_software_problems,"Which problems are reported by the staff with first name ""Christop""? Show the descriptions of the problems."
tracking_software_problems,Find the ids of the problems that are reported by the staff whose last name is Bosco.
tracking_software_problems,"Which problems are reported by the staff with last name ""Bosco""? Show the ids of the problems."
tracking_software_problems,What are the ids of the problems which are reported after 1978-06-26?
tracking_software_problems,Find the ids of the problems reported after 1978-06-26.
tracking_software_problems,What are the ids of the problems which are reported before 1978-06-26?
tracking_software_problems,Which problems are reported before 1978-06-26? Give me the ids of the problems.
tracking_software_problems,"For each product which has problems, what are the number of problems and the product id?"
tracking_software_problems,"For each product with some problems, list the count of problems and the product id."
tracking_software_problems,List the names of all the distinct product names in alphabetical order?
tracking_software_problems,Sort all the distinct product names in alphabetical order.
tracking_software_problems,List all the distinct product names ordered by product id?
tracking_software_problems,What is the list of distinct product names sorted by product id?
tracking_software_problems,"List the ids of the problems from the product ""voluptatem"" that are reported after 1995?"
tracking_software_problems,"What are the ids of the problems that are from the product ""voluptatem"" and are reported after 1995?"
shop_membership,"Show name, address road, and city for all branches sorted by open year."
shop_membership,"What are the names, address roads, and cities of the branches ordered by opening year?"
shop_membership,What are names for top three branches with most number of membership?
shop_membership,What are the names for the 3 branches that have the most memberships?
shop_membership,Show all distinct city where branches with at least 100 memberships are located.
shop_membership,What are the different cities that have more than 100 memberships?
shop_membership,List all open years when at least two shops are opened.
shop_membership,What are the opening years in which at least two shops opened?
shop_membership,Show the city and the number of branches opened before 2010 for each city.
shop_membership,"For each city, how many branches opened before 2010?"
shop_membership,How many different levels do members have?
shop_membership,What are the different membership levels?
shop_membership,"Show card number, name, and hometown for all members in a descending order of level."
shop_membership,"What are the card numbers, names, and hometowns of every member ordered by descending level?"
shop_membership,Show the member name and hometown who registered a branch in 2016.
shop_membership,What are the member names and hometowns of those who registered at a branch in 2016?
shop_membership,Show all city with a branch opened in 2001 and a branch with more than 100 membership.
shop_membership,What are the cities that have a branch that opened in 2001 and a branch with more than 100 members?
shop_membership,What is the sum of total pounds of purchase in year 2018 for all branches in London?
shop_membership,How many total pounds were purchased in the year 2018 at all London branches?
shop_membership,What is the total number of purchases for members with level 6?
shop_membership,What are the total purchases for members rated at level 6?
shop_membership,"list the card number of all members whose hometown address includes word ""Kentucky""."
shop_membership,What are the card numbers of members from Kentucky?
voter_2,Find the number of students in total.
voter_2,How many students are there in total?
voter_2,Find the number of voting records in total.
voter_2,How many voting records do we have?
voter_2,Find the distinct number of president votes.
voter_2,How many distinct president votes are recorded?
voter_2,Find the maximum age of all the students.
voter_2,What is the oldest age among the students?
voter_2,Find the last names of students with major 50.
voter_2,What are the last names of students studying major 50?
voter_2,Find the first names of students with age above 22.
voter_2,What are the first names of all the students aged above 22?
voter_2,What are the majors of male (sex is M) students?
voter_2,List the major of each male student.
voter_2,What is the average age of female (sex is F) students?
voter_2,Find the average age of female students.
voter_2,What are the maximum and minimum age of students with major 600?
voter_2,Tell me the ages of the oldest and youngest students studying major 600.
voter_2,"Who are the advisors for students that live in a city with city code ""BAL""?"
voter_2,"Show the advisors of the students whose city of residence has city code ""BAL""."
voter_2,What are the distinct secretary votes in the fall election cycle?
voter_2,Return all the distinct secretary votes made in the fall election cycle.
voter_2,What are the distinct president votes on 08/30/2015?
voter_2,Show all the distinct president votes made on 08/30/2015.
voter_2,Report the distinct registration date and the election cycle.
voter_2,What are the distinct registration dates and the election cycles?
voter_2,Report the distinct president vote and the vice president vote.
voter_2,List all the distinct president votes and the vice president votes.
voter_2,Find the distinct last names of the students who have class president votes.
voter_2,What are the distinct last names of the students who have class president votes?
voter_2,Find the distinct first names of the students who have class senator votes.
voter_2,What are the distinct first names of the students who have class president votes?
voter_2,Find the distinct ages of students who have secretary votes in the fall election cycle.
voter_2,What are the distinct ages of students who have secretary votes in the fall election cycle?
voter_2,Find the distinct Advisor of students who have treasurer votes in the spring election cycle.
voter_2,Who served as an advisor for students who have treasurer votes in the spring election cycle?
voter_2,Find the distinct majors of students who have treasurer votes.
voter_2,What are the distinct majors that students with treasurer votes are studying?
voter_2,Find the first and last names of all the female (sex is F) students who have president votes.
voter_2,What are the first and last names of all the female students who have president votes?
voter_2,Find the first and last name of all the students of age 18 who have vice president votes.
voter_2,What are the first names and last names of the students who are 18 years old and have vice president votes.
voter_2,How many male (sex is M) students have class senator votes in the fall election cycle?
voter_2,Count the number of male students who had class senator votes in the fall election cycle.
voter_2,Find the number of students whose city code is NYC and who have class senator votes in the spring election cycle.
voter_2,"Which students live in the city with code ""NYC"" and have class senator votes in the spring election cycle? Count the numbers."
voter_2,"Find the average age of students who live in the city with code ""NYC"" and have secretary votes in the spring election cycle."
voter_2,"What is the average age of students who have city code ""NYC"" and have secretary votes for the spring election cycle?"
voter_2,Find the average age of female (sex is F) students who have secretary votes in the spring election cycle.
voter_2,What is the average age of the female students with secretary votes in the spring election cycle?
voter_2,"For each advisor, report the total number of students advised by him or her."
voter_2,How many students does each advisor have?
voter_2,Report all advisors that advise more than 2 students.
voter_2,Which advisors have more than two students?
voter_2,Report all majors that have less than 3 students.
voter_2,What are the majors only less than three students are studying?
voter_2,"For each election cycle, report the number of voting records."
voter_2,Count the number of voting records for each election cycle.
voter_2,Report the distinct advisors who have more than 2 students.
voter_2,Which advisors are advising more than 2 students?
products_gen_characteristics,How many products are there?
products_gen_characteristics,Count the number of products.
products_gen_characteristics,How many colors are there?
products_gen_characteristics,Count the number of colors.
products_gen_characteristics,How many characteristics are there?
products_gen_characteristics,Count the number of characteristics.
products_gen_characteristics,What are the names and buying prices of all the products?
products_gen_characteristics,Return the names and typical buying prices for all products.
products_gen_characteristics,List the description of all the colors.
products_gen_characteristics,What are the descriptions for each color?
products_gen_characteristics,Find the names of all the product characteristics.
products_gen_characteristics,What are the different names of the product characteristics?
products_gen_characteristics,"What are the names of products with category ""Spices""?"
products_gen_characteristics,Return the names of products in the category 'Spices'.
products_gen_characteristics,"List the names, color descriptions and product descriptions of products with category ""Herbs""."
products_gen_characteristics,"What are the names, color descriptions, and product descriptions for products in the 'Herbs' category?"
products_gen_characteristics,"How many products are there under the category ""Seeds""?"
products_gen_characteristics,Count the number of products in the category 'Seeds'.
products_gen_characteristics,"Find the number of products with category ""Spices"" and typically sold above 1000."
products_gen_characteristics,How many products are in the 'Spices' category and have a typical price of over 1000?
products_gen_characteristics,"What is the category and typical buying price  of the product with name ""cumin""?"
products_gen_characteristics,Return the category code and typical price of 'cumin'.
products_gen_characteristics,"Which category does the product named ""flax"" belong to?"
products_gen_characteristics,What is the code of the category that the product with the name 'flax' belongs to?
products_gen_characteristics,What is the name of the product with the color description 'yellow'?
products_gen_characteristics,Give the name of the products that have a color description 'yellow'.
products_gen_characteristics,"What is the color description of the product with name ""catnip""?"
products_gen_characteristics,Give the color description for the product 'catnip'.
products_gen_characteristics,"What is the color code and description of the product named ""chervil""?"
products_gen_characteristics,Return the color code and description for the product with the name 'chervil'.
products_gen_characteristics,"List all the product names with the color description ""white""."
products_gen_characteristics,What are the names of products with 'white' as their color description?
products_gen_characteristics,"What are the name and typical buying and selling prices of the products that have color described as ""yellow""?"
products_gen_characteristics,Return the names and typical buying and selling prices for products that have 'yellow' as their color description.
products_gen_characteristics,"How many characteristics does the product named ""sesame"" have?"
products_gen_characteristics,Count the number of characteristics the product 'sesame' has.
products_gen_characteristics,"What is the unit of measuerment of the product category code ""Herbs""?"
products_gen_characteristics,Return the unit of measure for 'Herb' products.
products_gen_characteristics,"Find the product category description of the product category with code ""Spices""."
products_gen_characteristics,What is the description of the product category with the code 'Spices'?
products_gen_characteristics,"What is the product category description and unit of measurement of category ""Herbs""?"
products_gen_characteristics,Return the description and unit of measurement for products in the 'Herbs' category.
products_gen_characteristics,"What is the unit of measurement of product named ""cumin""?"
products_gen_characteristics,Give the unit of measure for the product with the name 'cumin'.
products_gen_characteristics,"Find the unit of measurement and product category code of product named ""chervil""."
products_gen_characteristics,What are the unit of measure and category code for the 'chervil' product?
swimming,How many events are there?
swimming,List all the event names by year from the most recent to the oldest.
swimming,What is the name of the event that happened in the most recent year?
swimming,How many stadiums are there?
swimming,Find the name of the stadium that has the maximum capacity.
swimming,Which country has at most 3 stadiums listed?
swimming,How many cities have a stadium that was opened before the year of 2006?
swimming,How many stadiums does each country have?
swimming,"How many stadiums are not in country ""Russia""?"
swimming,"Find the names of all swimmers, sorted by their 100 meter scores in ascending order."
swimming,How many different countries are all the swimmers from?
swimming,List countries that have more than one swimmer.
swimming,"Find all 200 meter and 300 meter results of swimmers with nationality ""Australia""."
swimming,"Find the names of swimmers who has a result of ""win""."
swimming,"Find the name and capacity of the stadium where the event named ""World Junior"" happened."
swimming,Find the name of the swimmer who has at least 2 records.
swimming,Find all details for each swimmer.
swimming,What is the average capacity of the stadiums that were opened in year 2005?
railway,How many railways are there?
railway,List the builders of railways in ascending alphabetical order.
railway,List the wheels and locations of the railways.
railway,"What is the maximum level of managers in countries that are not ""Australia""?"
railway,What is the average age for all managers?
railway,What are the names of managers in ascending order of level?
railway,What are the names and arrival times of trains?
railway,What is the name of the oldest manager?
railway,Show the names of trains and locations of railways they are in.
railway,"Show the builder of railways associated with the trains named ""Andaman Exp""."
railway,Show id and location of railways that are associated with more than one train.
railway,"Show different builders of railways, along with the corresponding number of railways using each builder."
railway,Show different locations of railways along with the corresponding number of railways at each location.
railway,Show the locations that have more than one railways.
railway,Show the distinct countries of managers.
railway,Show the working years of managers in descending order of their level.
railway,Show the countries that have managers of age above 50 or below 46.
customers_and_products_contacts,How many addresses are there in country USA?
customers_and_products_contacts,Show all distinct cities in the address record.
customers_and_products_contacts,Show each state and the number of addresses in each state.
customers_and_products_contacts,Show the product type codes which have at least two products.
customers_and_products_contacts,"Show the name, phone, and payment method code for all customers in descending order of customer number."
customers_and_products_contacts,Show the product name and total order quantity for each product.
customers_and_products_contacts,"Show the minimum, maximum, average price for all products."
customers_and_products_contacts,"Show the customer name, customer address city, date from, and date to for each customer address history."
dorm_1,Find the name of dorms only for female (F gender).
dorm_1,What are the names of the all-female dorms?
dorm_1,Find the name of dorms that can accommodate more than 300 students.
dorm_1,What are the names of all the dorms that can accomdate more than 300 students?
dorm_1,How many female students (sex is F) whose age is below 25?
dorm_1,How many girl students who are younger than 25?
dorm_1,Find the first name of students who is older than 20.
dorm_1,What are the first names of all students who are older than 20?
dorm_1,Find the first name of students living in city PHL whose age is between 20 and 25.
dorm_1,What is the first name of the students who are in age 20 to 25 and living in PHL city?
dorm_1,How many dorms are there?
dorm_1,How many dorms are in the database?
dorm_1,Find the number of distinct amenities.
dorm_1,How many diffrent dorm amenities are there?
dorm_1,Find the total capacity of all dorms.
dorm_1,What is the total student capacity of all dorms?
dorm_1,How many students are there?
dorm_1,How many students exist?
dorm_1,Find the average age of all students living in the each city.
dorm_1,What is the average age for each city and what are those cities?
dorm_1,Find the average and total capacity of dorms for the students with gender X.
dorm_1,What is the average and total capacity for all dorms who are of gender X?
dorm_1,Find the number of dorms that have some amenity.
dorm_1,How many dorms have amenities?
dorm_1,Find the number of distinct gender for dorms.
dorm_1,How many different genders are there in the dorms?
dorm_1,Find the capacity and gender type of the dorm whose name has substring ‘Donor’.
dorm_1,What is the student capacity and type of gender for the dorm whose name as the phrase Donor in it?
dorm_1,Find the numbers of different majors and cities.
dorm_1,How many different majors are there and how many different city codes are there for each student?
dorm_1,Find the name of the dorm with the largest capacity.
dorm_1,What are the names of the dorm with the largest capacity?
dorm_1,List in alphabetic order all different amenities.
dorm_1,What are the different dorm amenity names in alphabetical order?
dorm_1,"List the first and last name of students who are not living in the city with code HKG, and sorted the results by their ages."
dorm_1,What are the first and last names of all students who are not living in the city HKG and order the results by age?
dorm_1,Find the number of dorms and total capacity for each gender.
dorm_1,How many dorms are there and what is the total capacity for each gender?
dorm_1,Find the average and oldest age for students with different sex.
dorm_1,What is the average and oldest age for each gender of student?
dorm_1,Find the number of students in each major.
dorm_1,How many students are there in each major?
dorm_1,Find the number and average age of students living in each city.
dorm_1,How many students live in each city and what are their average ages?
dorm_1,Find the number of students for the cities where have more than one student.
dorm_1,"How many students are from each city, and which cities have more than one cities?"
customer_complaints,How many customers are there?
customer_complaints,Count the number of customers.
customer_complaints,"Find the emails and phone numbers of all the customers, ordered by email address and phone number."
customer_complaints,"What are the emails and phone numbers of all customers, sorted by email address and phone number?"
customer_complaints,List the name of all products along with the number of complaints that they have received.
customer_complaints,"What are all the different product names, and how many complains has each received?"
customer_complaints,"What is the description of the product named ""Chocolate""?"
customer_complaints,"Return the description of the product called ""Chocolate""."
customer_complaints,Find the name and category of the most expensive product.
customer_complaints,What is the name and category code of the product with the highest price?
customer_complaints,What is the average price of the products for each category?
customer_complaints,Return the average price of products that have each category code.
customer_complaints,Which complaint status has more than 3 records on file?
customer_complaints,Return complaint status codes have more than 3 corresponding complaints?
customer_complaints,"Find the last name of the staff whose email address contains ""wrau""."
customer_complaints,"What are the last names of staff with email addressed containing the substring ""wrau""?"
customer_complaints,How many distinct complaint type codes are there in the database?
customer_complaints,Count the number of different complaint type codes.
customer_complaints,"Find the address line 1 and 2 of the customer with email ""vbogisich@example.org""."
customer_complaints,"What are lines 1 and 2 of the addressed of the customer with the email ""vbogisich@example.org""?"
customer_complaints,Find the number of complaints with Product Failure type for each complaint status.
customer_complaints,"Of complaints with the type code ""Product Failure"", how many had each different status code?"
workshop_paper,How many submissions are there?
workshop_paper,Count the number of submissions.
workshop_paper,List the authors of submissions in ascending order of scores.
workshop_paper,Find the author for each submission and list them in ascending order of submission score.
workshop_paper,What are the authors of submissions and their colleges?
workshop_paper,"For each submission, show the author and their affiliated college."
workshop_paper,"Show the names of authors from college ""Florida"" or ""Temple"""
workshop_paper,"Which authors with submissions are from college ""Florida"" or ""Temple""?"
workshop_paper,What is the average score of submissions?
workshop_paper,Compute the average score of submissions.
workshop_paper,What is the author of the submission with the highest score?
workshop_paper,Find the author who achieved the highest score in a submission.
workshop_paper,Show different colleges along with the number of authors of submission from each college.
workshop_paper,"For each college, return the college name and the count of authors with submissions from that college."
workshop_paper,Show the authors of submissions and the acceptance results of their submissions.
workshop_paper,"For each submission, find its author and acceptance result."
workshop_paper,Show each author and the number of workshops they submitted to.
workshop_paper,How many workshops did each author submit to? Return the author name and the number of workshops.
workshop_paper,Show the authors who have submissions to more than one workshop.
workshop_paper,Which authors have submitted to more than one workshop?
workshop_paper,Show the date and venue of each workshop in ascending alphabetical order of the venue.
workshop_paper,Sort the each workshop in alphabetical order of the venue. Return the date and venue of each workshop.
tracking_share_transactions,Find the number of investors in total.
tracking_share_transactions,Show all investor details.
tracking_share_transactions,Show all distinct lot details.
tracking_share_transactions,Show the maximum amount of transaction.
tracking_share_transactions,Show all date and share count of transactions.
tracking_share_transactions,What is the total share of transactions?
tracking_share_transactions,Show all transaction ids with transaction code 'PUR'.
tracking_share_transactions,"Show all dates of transactions whose type code is ""SALE""."
tracking_share_transactions,"Show the average amount of transactions with type code ""SALE""."
tracking_share_transactions,"Show the description of transaction type with code ""PUR""."
tracking_share_transactions,"Show the minimum amount of transactions whose type code is ""PUR"" and whose share count is bigger than 50."
tracking_share_transactions,Show the maximum share count of transactions where the amount is smaller than 10000
tracking_share_transactions,Show the dates of transactions if the share count is bigger than 100 or the amount is bigger than 1000.
tracking_share_transactions,Show the transaction type descriptions and dates if the share count is smaller than 10.
tracking_share_transactions,Show details of all investors if they make any transaction with share count greater than 100.
tracking_share_transactions,How many distinct transaction types are used in the transactions?
tracking_share_transactions,Return the lot details and investor ids.
tracking_share_transactions,"Return the lot details of lots that belong to investors with details ""l""?"
tracking_share_transactions,What are the purchase details of transactions with amount bigger than 10000?
tracking_share_transactions,What are the sale details and dates of transactions with amount smaller than 3000?
tracking_share_transactions,Show the average transaction amount for different transaction types.
tracking_share_transactions,Show the maximum and minimum share count of different transaction types.
tracking_share_transactions,Show the average share count of transactions for different investors.
tracking_share_transactions,Show the average amount of transactions for different investors.
tracking_share_transactions,Show the average amount of transactions for different lots.
tracking_share_transactions,"Show the number of transactions with transaction type code ""SALE"" for different investors if it is larger than 0."
tracking_share_transactions,Show the number of transactions for different investors.
tracking_share_transactions,Show the ids of the investors who have at least two transactions.
tracking_share_transactions,What are the dates of transactions with at least 100 share count or amount bigger than 100?
cre_Theme_park,How many available hotels are there in total?
cre_Theme_park,Find the total number of available hotels.
cre_Theme_park,What are the price ranges of hotels?
cre_Theme_park,Tell me the price ranges for all the hotels.
cre_Theme_park,Show all distinct location names.
cre_Theme_park,What are the distinct location names?
cre_Theme_park,Show the names and details of all the staff members.
cre_Theme_park,What is the name and detail of each staff member?
cre_Theme_park,Show details of all visitors.
cre_Theme_park,What is the detail of each visitor?
cre_Theme_park,Show the price ranges of hotels with 5 star ratings.
cre_Theme_park,What are the price ranges of five star hotels?
cre_Theme_park,Show the average price range of hotels that have 5 star ratings and allow pets.
cre_Theme_park,What is the average price range of five star hotels that allow pets?
cre_Theme_park,"What is the address of the location ""UK Gallery""?"
cre_Theme_park,"Find the address of the location named ""UK Gallery""."
cre_Theme_park,What is the detail of the location UK Gallery?
